client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,cohort_label,kmeans_cluster,agglomerative_cluster
C2_21021,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,26,C2_First_Time_Buyer,0,0
NX_50153,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Friend Referral,2,67,Noise,1,0
C2_20767,Individual,Other,United Kingdom,South East,Personal Use,Yes,Digital,3,27,C2_First_Time_Buyer,0,0
C1_10174,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,No,Digital,5,31,C1_Global_Investor,1,1
C2_20554,Individual,Other,United States,Northeast,Personal Use,Yes,Agent,4,22,C2_First_Time_Buyer,0,0
C4_40715,Individual,Other,UAE,Sharjah,Investment,No,Corporate Partnership,5,35,C4_Luxury_Investor,1,1
C2_20482,Individual,Female,United States,Southeast,Investment,Yes,Friend Referral,2,31,C2_First_Time_Buyer,0,0
NX_50061,Corporate,Not Applicable,United Kingdom,Scotland,Personal Use,No,Agent,1,66,Noise,1,0
C1_10217,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Direct,5,64,C1_Global_Investor,1,1
C4_40414,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Agent,5,61,C4_Luxury_Investor,1,1
C4_40220,Corporate,Not Applicable,Monaco,Monte Carlo,Investment,No,Agent,5,51,C4_Luxury_Investor,1,1
C1_10690,Individual,Other,Germany,Hamburg,Investment,Yes,Digital,4,30,C1_Global_Investor,0,0
C3_30077,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Agent,4,34,C3_Corporate_Buyer,1,1
C2_21233,Individual,Female,Canada,Quebec,Investment,Yes,Digital,3,22,C2_First_Time_Buyer,0,0
C2_21238,Individual,Male,United States,Midwest,Investment,Yes,Direct,4,33,C2_First_Time_Buyer,0,0
C2_20106,Individual,Other,Canada,Alberta,Personal Use,Yes,Friend Referral,4,22,C2_First_Time_Buyer,0,0
C2_20789,Individual,Other,United States,Southwest,Personal Use,Yes,Digital,2,32,C2_First_Time_Buyer,0,0
C3_30688,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,Yes,Agent,4,34,C3_Corporate_Buyer,1,1
C2_21436,Individual,Other,Australia,New South Wales,Personal Use,Yes,Friend Referral,3,34,C2_First_Time_Buyer,0,0
C1_10611,Corporate,Not Applicable,Japan,Tokyo,Investment,No,Corporate Partnership,5,63,C1_Global_Investor,1,1
C4_40160,Individual,Male,Monaco,La Condamine,Investment,No,Agent,5,53,C4_Luxury_Investor,1,1
C4_40211,Corporate,Not Applicable,United Kingdom,South East,Investment,No,Agent,5,43,C4_Luxury_Investor,1,1
C1_10576,Individual,Other,UAE,Ras Al Khaimah,Investment,Yes,Corporate Partnership,4,31,C1_Global_Investor,0,0
C2_21063,Individual,Female,Canada,British Columbia,Personal Use,No,Agent,4,33,C2_First_Time_Buyer,0,0
NX_50035,Corporate,Not Applicable,Australia,New South Wales,Personal Use,Yes,Digital,3,69,Noise,1,0
C2_20180,Individual,Other,United States,Northeast,Personal Use,Yes,Friend Referral,4,23,C2_First_Time_Buyer,0,0
C1_10888,Individual,Other,Australia,New South Wales,Investment,No,Digital,5,59,C1_Global_Investor,1,1
C3_30628,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Corporate Partnership,4,42,C3_Corporate_Buyer,1,1
C2_20732,Individual,Female,Canada,Alberta,Personal Use,Yes,Digital,5,29,C2_First_Time_Buyer,0,0
C3_30163,Corporate,Not Applicable,United States,Southwest,Investment,Yes,Corporate Partnership,3,53,C3_Corporate_Buyer,1,0
C1_10817,Individual,Other,Canada,Alberta,Personal Use,No,Agent,5,53,C1_Global_Investor,1,1
C3_30777,Corporate,Not Applicable,United Kingdom,South East,Investment,Yes,Digital,4,30,C3_Corporate_Buyer,0,1
C2_20859,Individual,Female,United States,West Coast,Personal Use,Yes,Social Media,1,25,C2_First_Time_Buyer,0,0
C1_10208,Individual,Female,Singapore,West Region,Investment,No,Direct,5,64,C1_Global_Investor,1,1
C1_10293,Individual,Other,Japan,Kyoto,Investment,No,Agent,4,45,C1_Global_Investor,1,1
C2_20119,Individual,Other,United States,Southeast,Investment,Yes,Agent,3,28,C2_First_Time_Buyer,0,0
C2_21213,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,2,26,C2_First_Time_Buyer,0,0
C2_20609,Individual,Female,United States,Midwest,Personal Use,Yes,Friend Referral,1,26,C2_First_Time_Buyer,0,0
C2_20264,Individual,Female,United States,Midwest,Personal Use,Yes,Digital,5,31,C2_First_Time_Buyer,0,0
C1_10990,Corporate,Not Applicable,Hong Kong,New Territories,Personal Use,Yes,Direct,4,44,C1_Global_Investor,1,1
C4_40697,Individual,Female,Singapore,West Region,Investment,No,Friend Referral,5,61,C4_Luxury_Investor,1,1
C2_20616,Individual,Other,United States,Southwest,Personal Use,Yes,Agent,4,33,C2_First_Time_Buyer,0,0
C1_10353,Individual,Female,Japan,Kyoto,Investment,No,Agent,4,61,C1_Global_Investor,1,0
NX_50157,Individual,Female,Monaco,Fontvieille,Personal Use,Yes,Social Media,1,28,Noise,0,0
C2_21022,Individual,Other,United States,West Coast,Personal Use,Yes,Social Media,3,25,C2_First_Time_Buyer,0,0
C4_40190,Individual,Female,United Kingdom,Northeast,Personal Use,No,Corporate Partnership,5,47,C4_Luxury_Investor,1,1
C3_30055,Corporate,Not Applicable,United States,Southeast,Investment,Yes,Direct,3,44,C3_Corporate_Buyer,1,0
C3_30548,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,No,Agent,3,31,C3_Corporate_Buyer,0,1
C2_20228,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,1,32,C2_First_Time_Buyer,0,0
C1_10259,Individual,Male,United Kingdom,North West,Investment,No,Direct,5,40,C1_Global_Investor,1,1
C2_20519,Individual,Male,Canada,Quebec,Personal Use,Yes,Digital,4,33,C2_First_Time_Buyer,0,0
C2_20777,Individual,Male,United States,West Coast,Personal Use,Yes,Agent,3,22,C2_First_Time_Buyer,0,0
NX_50339,Individual,Other,Canada,Ontario,Investment,No,Direct,5,29,Noise,1,1
C2_20770,Individual,Other,United States,Midwest,Personal Use,No,Direct,5,26,C2_First_Time_Buyer,0,0
C4_40853,Individual,Male,United States,Southeast,Investment,No,Corporate Partnership,5,58,C4_Luxury_Investor,1,1
C1_10052,Corporate,Not Applicable,Hong Kong,Hong Kong Island,Investment,No,Digital,5,46,C1_Global_Investor,1,1
C3_30973,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Corporate Partnership,5,38,C3_Corporate_Buyer,1,1
NX_50283,Individual,Male,Japan,Nagoya,Investment,Yes,Social Media,3,39,Noise,0,1
NX_50011,Corporate,Not Applicable,United Kingdom,North West,Personal Use,Yes,Social Media,2,44,Noise,0,1
C2_21409,Individual,Female,Australia,Victoria,Personal Use,Yes,Agent,2,22,C2_First_Time_Buyer,0,0
C3_30287,Corporate,Not Applicable,United States,West Coast,Personal Use,No,Corporate Partnership,3,42,C3_Corporate_Buyer,1,1
C2_21344,Individual,Other,United States,West Coast,Personal Use,Yes,Social Media,5,25,C2_First_Time_Buyer,0,0
C2_20033,Individual,Female,United States,West Coast,Personal Use,Yes,Digital,3,35,C2_First_Time_Buyer,0,0
C2_20097,Individual,Male,United States,Midwest,Personal Use,Yes,Social Media,5,34,C2_First_Time_Buyer,0,0
C1_10543,Corporate,Not Applicable,Germany,Berlin,Investment,No,Agent,5,31,C1_Global_Investor,1,1
C2_20046,Individual,Female,United Kingdom,North West,Personal Use,Yes,Digital,2,25,C2_First_Time_Buyer,0,0
C2_20894,Individual,Other,United States,Northeast,Personal Use,Yes,Social Media,5,32,C2_First_Time_Buyer,0,0
C4_40876,Corporate,Not Applicable,Monaco,La Condamine,Investment,No,Friend Referral,5,36,C4_Luxury_Investor,1,1
C1_10030,Corporate,Not Applicable,Canada,Alberta,Investment,No,Corporate Partnership,5,53,C1_Global_Investor,1,1
C1_10725,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Agent,5,59,C1_Global_Investor,1,1
NX_50561,Corporate,Not Applicable,Japan,Kyoto,Personal Use,Yes,Corporate Partnership,3,30,Noise,0,0
NX_50318,Corporate,Not Applicable,Canada,Quebec,Investment,No,Digital,5,25,Noise,1,1
C4_40403,Corporate,Not Applicable,Monaco,Monte Carlo,Investment,No,Direct,5,61,C4_Luxury_Investor,1,1
C2_20426,Individual,Other,United States,West Coast,Personal Use,Yes,Social Media,3,33,C2_First_Time_Buyer,0,0
C2_21497,Individual,Male,United States,West Coast,Personal Use,Yes,Agent,4,23,C2_First_Time_Buyer,0,0
C1_10436,Individual,Other,Hong Kong,Kowloon,Investment,No,Direct,5,42,C1_Global_Investor,1,1
C2_21470,Individual,Other,United States,West Coast,Personal Use,No,Digital,3,23,C2_First_Time_Buyer,0,0
C1_10912,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Direct,5,64,C1_Global_Investor,1,1
C4_40722,Individual,Male,Switzerland,Zug,Investment,No,Agent,5,62,C4_Luxury_Investor,1,1
C4_40852,Corporate,Not Applicable,Singapore,North Region,Investment,No,Direct,5,61,C4_Luxury_Investor,1,1
NX_50112,Individual,Female,France,Provence,Investment,Yes,Friend Referral,1,67,Noise,1,0
NX_50043,Individual,Male,Monaco,Monte Carlo,Investment,Yes,Social Media,1,48,Noise,0,0
C2_21287,Individual,Male,United States,Southwest,Personal Use,No,Digital,4,22,C2_First_Time_Buyer,0,0
NX_50197,Individual,Male,Monaco,Fontvieille,Investment,No,Direct,2,25,Noise,0,0
C2_20238,Individual,Female,United States,West Coast,Personal Use,Yes,Social Media,4,28,C2_First_Time_Buyer,0,0
C1_10903,Corporate,Not Applicable,Singapore,West Region,Investment,No,Agent,5,37,C1_Global_Investor,1,1
C4_40120,Corporate,Not Applicable,United Kingdom,London,Investment,No,Direct,5,50,C4_Luxury_Investor,1,1
C3_30731,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Corporate Partnership,5,31,C3_Corporate_Buyer,1,1
C3_30359,Corporate,Not Applicable,Germany,Northeast,Investment,No,Digital,3,44,C3_Corporate_Buyer,1,0
C1_10507,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Direct,5,38,C1_Global_Investor,1,1
C3_30721,Corporate,Not Applicable,Singapore,Central Region,Personal Use,No,Corporate Partnership,5,42,C3_Corporate_Buyer,1,1
C1_10183,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Agent,5,54,C1_Global_Investor,1,1
C2_20564,Individual,Other,United States,Southeast,Personal Use,Yes,Friend Referral,5,27,C2_First_Time_Buyer,0,0
C3_30204,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Corporate Partnership,4,38,C3_Corporate_Buyer,1,1
C1_10321,Corporate,Not Applicable,Singapore,North Region,Investment,No,Direct,4,50,C1_Global_Investor,1,1
C4_40063,Individual,Other,Monaco,Les Moneghetti,Investment,No,Direct,5,59,C4_Luxury_Investor,1,1
C2_20538,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,26,C2_First_Time_Buyer,0,0
C2_20837,Individual,Female,United States,Northeast,Personal Use,No,Friend Referral,4,24,C2_First_Time_Buyer,0,0
C2_21380,Individual,Other,United Kingdom,London,Personal Use,Yes,Social Media,2,26,C2_First_Time_Buyer,0,0
C2_20912,Individual,Other,Canada,Ontario,Personal Use,Yes,Friend Referral,2,35,C2_First_Time_Buyer,0,0
C2_20840,Individual,Female,United States,Northeast,Personal Use,Yes,Digital,3,35,C2_First_Time_Buyer,0,0
C2_21115,Individual,Other,United Kingdom,London,Personal Use,Yes,Digital,3,30,C2_First_Time_Buyer,0,0
NX_50037,Individual,Male,Singapore,West Region,Personal Use,No,Friend Referral,4,45,Noise,1,1
C2_20146,Individual,Female,United States,West Coast,Personal Use,No,Agent,4,33,C2_First_Time_Buyer,0,0
C2_21486,Individual,Female,United States,Northeast,Personal Use,Yes,Agent,4,35,C2_First_Time_Buyer,0,0
C1_10044,Individual,Other,Japan,Nagoya,Investment,No,Direct,5,46,C1_Global_Investor,1,1
C2_21154,Individual,Other,Canada,Quebec,Personal Use,No,Digital,4,27,C2_First_Time_Buyer,0,0
C2_20526,Individual,Other,United Kingdom,Scotland,Personal Use,No,Friend Referral,1,31,C2_First_Time_Buyer,0,0
NX_50455,Corporate,Not Applicable,Australia,Queensland,Investment,No,Agent,3,22,Noise,0,0
C2_20378,Individual,Female,Canada,Ontario,Personal Use,Yes,Direct,2,27,C2_First_Time_Buyer,0,0
C2_20765,Individual,Female,United Kingdom,North West,Personal Use,Yes,Friend Referral,3,34,C2_First_Time_Buyer,0,0
C3_30512,Corporate,Not Applicable,United States,Northeast,Investment,No,Direct,4,40,C3_Corporate_Buyer,1,1
C1_10413,Corporate,Not Applicable,Canada,Ontario,Investment,No,Direct,5,51,C1_Global_Investor,1,1
C4_40784,Individual,Female,UAE,Dubai,Investment,No,Agent,5,45,C4_Luxury_Investor,1,1
C2_20407,Individual,Male,United States,Southwest,Personal Use,Yes,Friend Referral,5,26,C2_First_Time_Buyer,0,0
C2_20658,Individual,Female,United States,West Coast,Personal Use,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
C1_10801,Individual,Other,Hong Kong,Hong Kong Island,Investment,No,Agent,5,54,C1_Global_Investor,1,1
C2_20288,Individual,Male,United States,Midwest,Personal Use,Yes,Agent,1,27,C2_First_Time_Buyer,0,0
C2_21182,Individual,Male,United States,West Coast,Personal Use,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
C3_30088,Corporate,Not Applicable,United Kingdom,Northeast,Investment,No,Agent,4,47,C3_Corporate_Buyer,1,1
C3_30115,Corporate,Not Applicable,United Kingdom,Midlands,Investment,Yes,Direct,3,49,C3_Corporate_Buyer,1,1
C2_21318,Individual,Male,United States,Northeast,Personal Use,Yes,Digital,4,35,C2_First_Time_Buyer,0,0
C1_10256,Corporate,Not Applicable,Canada,Quebec,Investment,No,Direct,5,63,C1_Global_Investor,1,1
NX_50141,Individual,Male,United Kingdom,South East,Personal Use,No,Agent,2,20,Noise,0,0
C2_20729,Individual,Female,United States,Southwest,Personal Use,Yes,Digital,4,31,C2_First_Time_Buyer,0,0
C2_20151,Individual,Male,Australia,Western Australia,Investment,Yes,Agent,3,30,C2_First_Time_Buyer,0,0
C4_40644,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,57,C4_Luxury_Investor,1,1
C1_10647,Corporate,Not Applicable,United Kingdom,Scotland,Personal Use,No,Direct,5,61,C1_Global_Investor,1,1
C3_30408,Corporate,Not Applicable,United States,Southeast,Investment,No,Corporate Partnership,3,40,C3_Corporate_Buyer,1,0
C2_20702,Individual,Female,United States,Southwest,Investment,Yes,Agent,4,23,C2_First_Time_Buyer,0,0
C2_20881,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,3,30,C2_First_Time_Buyer,0,0
C4_40268,Individual,Male,Switzerland,Basel,Investment,No,Agent,5,48,C4_Luxury_Investor,1,1
C2_20315,Individual,Male,United States,West Coast,Personal Use,Yes,Agent,4,33,C2_First_Time_Buyer,0,0
C2_21269,Individual,Male,United States,West Coast,Investment,Yes,Friend Referral,3,25,C2_First_Time_Buyer,0,0
C2_20966,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,28,C2_First_Time_Buyer,0,0
C2_21465,Individual,Female,United Kingdom,Midlands,Personal Use,Yes,Digital,3,28,C2_First_Time_Buyer,0,0
C4_40355,Corporate,Not Applicable,UAE,Northeast,Investment,No,Corporate Partnership,5,40,C4_Luxury_Investor,1,1
C2_20350,Individual,Female,United Kingdom,North West,Personal Use,Yes,Agent,3,27,C2_First_Time_Buyer,0,0
C3_30796,Corporate,Not Applicable,Singapore,East Region,Personal Use,Yes,Agent,4,56,C3_Corporate_Buyer,1,1
C1_10112,Corporate,Not Applicable,Hong Kong,Kowloon,Investment,Yes,Agent,4,63,C1_Global_Investor,1,1
C3_30633,Corporate,Not Applicable,United States,Southeast,Investment,No,Agent,2,30,C3_Corporate_Buyer,0,1
C1_10263,Individual,Male,Singapore,Central Region,Investment,No,Agent,3,33,C1_Global_Investor,0,1
C2_20393,Individual,Other,United States,Midwest,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C2_20878,Individual,Female,United Kingdom,North West,Personal Use,Yes,Friend Referral,4,34,C2_First_Time_Buyer,0,0
C2_20186,Individual,Female,United Kingdom,Midlands,Personal Use,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
C3_30571,Corporate,Not Applicable,Singapore,West Region,Investment,No,Corporate Partnership,3,55,C3_Corporate_Buyer,1,1
C1_10056,Individual,Female,Singapore,North Region,Investment,No,Agent,5,55,C1_Global_Investor,1,1
C2_20309,Individual,Female,Canada,Ontario,Investment,Yes,Friend Referral,4,25,C2_First_Time_Buyer,0,0
C1_10695,Corporate,Not Applicable,Hong Kong,Hong Kong Island,Investment,No,Digital,4,51,C1_Global_Investor,1,1
C3_30452,Corporate,Not Applicable,United States,Northeast,Investment,No,Direct,4,42,C3_Corporate_Buyer,1,1
C2_20726,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,3,25,C2_First_Time_Buyer,0,0
C2_21091,Individual,Other,United States,Southwest,Personal Use,Yes,Digital,5,25,C2_First_Time_Buyer,0,0
C4_40369,Individual,Female,Singapore,North Region,Investment,No,Direct,5,42,C4_Luxury_Investor,1,1
C1_10319,Individual,Male,Canada,Alberta,Investment,Yes,Digital,5,53,C1_Global_Investor,1,1
C4_40820,Individual,Male,France,Provence,Investment,No,Agent,5,67,C4_Luxury_Investor,1,1
C1_10682,Individual,Female,Germany,Hamburg,Investment,No,Direct,5,63,C1_Global_Investor,1,1
C4_40341,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Direct,5,36,C4_Luxury_Investor,1,1
C3_30713,Corporate,Not Applicable,United Kingdom,South East,Personal Use,Yes,Digital,5,44,C3_Corporate_Buyer,1,1
C2_21002,Individual,Male,United States,Midwest,Personal Use,Yes,Digital,3,23,C2_First_Time_Buyer,0,0
NX_50382,Individual,Male,UAE,Dubai,Personal Use,No,Friend Referral,2,64,Noise,1,0
C4_40650,Corporate,Not Applicable,Switzerland,Zurich,Investment,No,Agent,5,62,C4_Luxury_Investor,1,1
C1_10286,Individual,Other,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,48,C1_Global_Investor,1,1
C2_20888,Individual,Other,Canada,Ontario,Personal Use,Yes,Social Media,3,22,C2_First_Time_Buyer,0,0
C2_21337,Individual,Female,Canada,Ontario,Personal Use,No,Digital,4,23,C2_First_Time_Buyer,0,0
C3_30020,Corporate,Not Applicable,United States,Southwest,Personal Use,No,Agent,3,36,C3_Corporate_Buyer,0,1
C2_21277,Individual,Other,United States,Midwest,Personal Use,Yes,Friend Referral,4,30,C2_First_Time_Buyer,0,0
C2_21127,Individual,Female,United Kingdom,London,Personal Use,No,Friend Referral,5,35,C2_First_Time_Buyer,0,0
C3_30999,Corporate,Not Applicable,United Kingdom,Midlands,Personal Use,No,Agent,4,53,C3_Corporate_Buyer,1,1
C4_40711,Individual,Female,Switzerland,Zug,Investment,No,Direct,5,45,C4_Luxury_Investor,1,1
C2_21083,Individual,Male,United States,West Coast,Personal Use,Yes,Social Media,3,26,C2_First_Time_Buyer,0,0
C1_10736,Individual,Other,Canada,British Columbia,Investment,No,Corporate Partnership,5,47,C1_Global_Investor,1,1
NX_50401,Corporate,Not Applicable,Hong Kong,Kowloon,Personal Use,Yes,Agent,5,51,Noise,1,1
C1_10336,Corporate,Not Applicable,Canada,Alberta,Investment,Yes,Agent,5,36,C1_Global_Investor,1,1
C3_30096,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Corporate Partnership,3,55,C3_Corporate_Buyer,1,1
C3_30271,Corporate,Not Applicable,Germany,Berlin,Investment,Yes,Corporate Partnership,5,39,C3_Corporate_Buyer,1,1
C4_40204,Individual,Female,Monaco,Fontvieille,Investment,No,Corporate Partnership,4,50,C4_Luxury_Investor,1,1
NX_50004,Individual,Female,Japan,Osaka,Investment,Yes,Corporate Partnership,2,72,Noise,1,0
C2_20071,Individual,Male,United States,Midwest,Personal Use,Yes,Agent,4,26,C2_First_Time_Buyer,0,0
C2_21290,Individual,Female,United States,Midwest,Personal Use,No,Agent,5,25,C2_First_Time_Buyer,0,0
C2_20672,Individual,Female,United States,Midwest,Personal Use,Yes,Social Media,1,31,C2_First_Time_Buyer,0,0
C4_40583,Individual,Other,Monaco,Monte Carlo,Investment,No,Direct,5,69,C4_Luxury_Investor,1,1
C4_40750,Individual,Female,Switzerland,Zug,Investment,No,Corporate Partnership,5,57,C4_Luxury_Investor,1,1
C4_40613,Individual,Male,UAE,Dubai,Investment,No,Agent,5,42,C4_Luxury_Investor,1,1
NX_50008,Individual,Male,Canada,Quebec,Personal Use,Yes,Corporate Partnership,3,42,Noise,0,0
C3_30866,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,5,49,C3_Corporate_Buyer,1,1
C2_20488,Individual,Other,United States,Southeast,Personal Use,Yes,Direct,1,31,C2_First_Time_Buyer,0,0
C1_10498,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,5,41,C1_Global_Investor,1,1
C4_40882,Individual,Female,UAE,Ras Al Khaimah,Personal Use,No,Direct,4,56,C4_Luxury_Investor,1,1
C3_30979,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Direct,5,47,C3_Corporate_Buyer,1,1
C3_30081,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Agent,5,38,C3_Corporate_Buyer,1,1
C3_30623,Corporate,Not Applicable,Singapore,West Region,Personal Use,No,Agent,4,33,C3_Corporate_Buyer,1,1
C3_30421,Corporate,Not Applicable,United Kingdom,South East,Personal Use,No,Corporate Partnership,3,39,C3_Corporate_Buyer,1,1
