client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C2_21022,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1998-02-26,Personal Use,Yes,Social Media,3
C4_40190,C4_Luxury_Investor,Individual,Female,United Kingdom,,1976-06-30,Personal Use,No,Corporate Partnership,5
C3_30055,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1979-12-30,,Yes,Direct,3
C3_30548,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1992-06-23,Personal Use,No,Agent,3
C2_20228,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1991-01-07,Personal Use,Yes,Digital,1
C1_10259,C1_Global_Investor,Individual,Male,United Kingdom,North West,1983-02-05,Investment,No,Direct,5
C2_20519,C2_First_Time_Buyer,Individual,Male,Canada,Quebec,1990-03-20,Personal Use,Yes,Digital,4
C2_20777,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2001-10-18,Personal Use,Yes,Agent,3
NX_50339,Noise,Individual,Other,Canada,Ontario,1994-12-01,Investment,No,Direct,5
C2_20770,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1997-03-01,Personal Use,,Direct,5
C4_40853,C4_Luxury_Investor,Individual,Male,United States,Southeast,1965-04-20,,,Corporate Partnership,5
C1_10052,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Hong Kong Island,1977-08-17,Investment,,Digital,5
C3_30973,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1985-10-25,Investment,Yes,Corporate Partnership,5
NX_50283,Noise,Individual,Male,Japan,Nagoya,1984-12-13,Investment,Yes,Social Media,3
NX_50011,Noise,Corporate,Not Applicable,United Kingdom,North West,1979-08-07,Personal Use,Yes,Social Media,2
C2_21409,C2_First_Time_Buyer,Individual,Female,Australia,Victoria,2001-01-23,Personal Use,Yes,Agent,2
C3_30287,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1981-02-17,Personal Use,No,Corporate Partnership,3
C2_21344,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1998-10-09,Personal Use,Yes,Social Media,5
C2_20033,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1988-11-11,Personal Use,Yes,Digital,3
C2_20097,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1989-10-29,Personal Use,Yes,Social Media,5
C1_10543,C1_Global_Investor,Corporate,Not Applicable,Germany,Berlin,1992-08-26,,No,Agent,5
C2_20046,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1998-12-31,Personal Use,Yes,Digital,2
C2_20894,C2_First_Time_Buyer,Individual,,United States,Northeast,1991-12-25,Personal Use,Yes,Social Media,5
C4_40876,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1987-08-08,,No,Friend Referral,5
C1_10030,C1_Global_Investor,Corporate,Not Applicable,Canada,Alberta,1970-05-25,Investment,No,Corporate Partnership,5
C1_10725,C1_Global_Investor,Corporate,Not Applicable,Singapore,Central Region,1964-12-27,Investment,No,Agent,5
NX_50561,Noise,Corporate,Not Applicable,Japan,Kyoto,1993-08-26,Personal Use,Yes,Corporate Partnership,3
NX_50318,Noise,Corporate,Not Applicable,Canada,Quebec,1998-12-07,Investment,No,Digital,5
C4_40403,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Monte Carlo,1962-08-24,Investment,No,Direct,5
C2_20426,C2_First_Time_Buyer,Individual,,United States,West Coast,1990-10-24,Personal Use,Yes,Social Media,3
C2_21497,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2000-11-27,Personal Use,Yes,Agent,4
C1_10436,C1_Global_Investor,Individual,Other,Hong Kong,Kowloon,1981-04-14,Investment,No,Direct,5
C2_21470,C2_First_Time_Buyer,Individual,Other,United States,West Coast,2000-02-27,Personal Use,No,Digital,3
C1_10912,C1_Global_Investor,Corporate,,Hong Kong,New Territories,1959-01-24,Investment,No,Direct,5
C4_40722,C4_Luxury_Investor,Individual,Male,Switzerland,Zug,1961-10-12,Investment,No,Agent,5
C4_40852,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,North Region,1962-02-01,Investment,No,Direct,5
NX_50112,Noise,Individual,Female,France,Provence,1956-11-03,Investment,Yes,Friend Referral,1
NX_50043,Noise,Individual,Male,Monaco,Monte Carlo,1975-02-20,,Yes,Social Media,1
C2_21287,C2_First_Time_Buyer,Individual,Male,United States,Southwest,2001-02-15,Personal Use,No,Digital,4
NX_50197,Noise,Individual,Male,Monaco,Fontvieille,1998-02-15,Investment,No,Direct,2
C2_20238,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1995-07-07,Personal Use,Yes,Social Media,4
C1_10903,C1_Global_Investor,Corporate,Not Applicable,Singapore,West Region,1986-06-10,Investment,,Agent,5
C4_40120,C4_Luxury_Investor,Corporate,,United Kingdom,London,1973-02-15,Investment,No,Direct,5
C3_30731,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1992-09-27,,No,Corporate Partnership,5
C3_30359,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,,1979-02-11,Investment,No,Digital,3
C1_10507,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1985-12-18,Investment,No,Direct,5
C3_30721,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,Central Region,1981-09-09,Personal Use,No,Corporate Partnership,5
C1_10183,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1969-08-26,Investment,No,Agent,5
C2_20564,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1996-08-22,Personal Use,Yes,Friend Referral,5
C3_30204,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1985-09-16,Investment,Yes,Corporate Partnership,4
C1_10321,C1_Global_Investor,Corporate,Not Applicable,Singapore,North Region,1973-03-23,Investment,No,Direct,4
C4_40063,C4_Luxury_Investor,Individual,Other,Monaco,Les Moneghetti,1964-09-13,Investment,No,Direct,5
C2_20538,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1997-09-14,Personal Use,Yes,Agent,3
C2_20837,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1999-10-29,Personal Use,No,Friend Referral,4
C2_21380,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1997-11-10,Personal Use,Yes,Social Media,2
C2_20912,C2_First_Time_Buyer,Individual,Other,Canada,Ontario,1988-04-25,Personal Use,Yes,Friend Referral,2
C2_20840,C2_First_Time_Buyer,Individual,Female,United States,,1988-04-08,Personal Use,Yes,Digital,3
C2_21115,C2_First_Time_Buyer,Individual,,United Kingdom,London,1993-12-03,Personal Use,Yes,Digital,3
NX_50037,Noise,Individual,Male,Singapore,West Region,1978-10-09,Personal Use,No,Friend Referral,4
C2_20146,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1990-05-04,Personal Use,No,Agent,4
C2_21486,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1988-04-29,Personal Use,Yes,Agent,4
C1_10044,C1_Global_Investor,Individual,Other,Japan,Nagoya,1977-12-02,Investment,No,Direct,5
C2_21154,C2_First_Time_Buyer,Individual,Other,Canada,Quebec,1996-05-09,Personal Use,No,Digital,4
C2_20526,C2_First_Time_Buyer,Individual,Other,United Kingdom,Scotland,1992-04-04,Personal Use,No,Friend Referral,1
NX_50455,Noise,Corporate,Not Applicable,Australia,Queensland,2001-07-01,Investment,No,,3
C2_20378,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,1996-06-28,Personal Use,Yes,Direct,2
C2_20765,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1989-02-05,Personal Use,Yes,Friend Referral,3
C3_30512,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Northeast,1983-09-19,Investment,No,Direct,4
C1_10413,C1_Global_Investor,Corporate,Not Applicable,Canada,Ontario,1972-04-17,Investment,No,Direct,5
C4_40784,C4_Luxury_Investor,Individual,Female,UAE,Dubai,1978-03-25,Investment,No,Agent,5
C2_20407,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1997-04-04,Personal Use,Yes,Friend Referral,5
C2_20658,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1988-10-11,Personal Use,Yes,Friend Referral,4
C1_10801,C1_Global_Investor,Individual,,Hong Kong,Hong Kong Island,1969-12-30,Investment,No,Agent,5
C2_20288,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1996-04-30,Personal Use,Yes,Agent,1
C2_21182,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1988-10-23,Personal Use,Yes,Friend Referral,4
C3_30088,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,,1976-11-09,Investment,No,Agent,4
C3_30115,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1974-08-08,Investment,Yes,Direct,3
C2_21318,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1988-04-30,Personal Use,Yes,Digital,4
C1_10256,C1_Global_Investor,Corporate,Not Applicable,Canada,Quebec,1960-07-30,Investment,No,Direct,5
NX_50141,Noise,Individual,Male,United Kingdom,South East,2003-03-09,Personal Use,,Agent,2
C2_20729,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1992-06-12,Personal Use,Yes,Digital,4
C2_20151,C2_First_Time_Buyer,Individual,Male,Australia,Western Australia,1993-07-21,Investment,Yes,Agent,3
C4_40644,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,Midlands,1966-10-17,Investment,No,Corporate Partnership,5
C1_10647,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,Scotland,1962-02-14,Personal Use,,Direct,5
C3_30408,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1983-09-29,Investment,No,Corporate Partnership,3
C2_20702,C2_First_Time_Buyer,Individual,Female,United States,Southwest,2000-01-29,Investment,Yes,Agent,4
C2_20881,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1993-02-08,Personal Use,Yes,Digital,3
C4_40268,C4_Luxury_Investor,Individual,Male,Switzerland,Basel,1975-07-12,Investment,No,Agent,5
C2_20315,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1990-07-24,Personal Use,Yes,Agent,4
C2_21269,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1998-07-08,Investment,Yes,Friend Referral,3
C2_20966,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1995-02-03,Personal Use,Yes,Agent,3
C2_21465,C2_First_Time_Buyer,Individual,Female,United Kingdom,Midlands,1995-12-11,Personal Use,Yes,Digital,3
C4_40355,C4_Luxury_Investor,Corporate,Not Applicable,UAE,,1983-02-16,Investment,No,Corporate Partnership,5
C2_20350,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1996-05-13,Personal Use,Yes,,3
C3_30796,C3_Corporate_Buyer,Corporate,,Singapore,East Region,1967-08-19,Personal Use,Yes,Agent,4
C1_10112,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Kowloon,1960-10-08,Investment,Yes,Agent,4
C3_30633,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1993-01-01,Investment,No,Agent,2
C1_10263,C1_Global_Investor,Individual,Male,Singapore,Central Region,1990-06-22,Investment,No,Agent,3
C2_20393,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1991-06-23,Personal Use,Yes,Digital,4
C2_20878,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1989-05-24,Personal Use,Yes,Friend Referral,4
C2_20186,C2_First_Time_Buyer,Individual,Female,United Kingdom,Midlands,1988-04-14,Personal Use,Yes,Friend Referral,4
C3_30571,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1968-06-07,Investment,No,Corporate Partnership,3
C1_10056,C1_Global_Investor,Individual,Female,Singapore,North Region,1968-09-16,Investment,No,Agent,5
C2_20309,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,1998-07-18,,Yes,Friend Referral,4
C1_10695,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Hong Kong Island,1972-12-27,Investment,,Digital,4
C3_30452,C3_Corporate_Buyer,Corporate,Not Applicable,United States,,1981-01-16,Investment,No,Direct,4
C2_20726,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1998-11-26,Personal Use,Yes,Digital,3
C2_21091,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1998-06-20,Personal Use,Yes,Digital,5
C4_40369,C4_Luxury_Investor,Individual,Female,Singapore,North Region,1981-10-21,Investment,No,Direct,5
C1_10319,C1_Global_Investor,Individual,Male,Canada,Alberta,1970-12-14,Investment,Yes,Digital,5
C4_40820,C4_Luxury_Investor,Individual,Male,France,Provence,1956-11-02,Investment,No,Agent,5
C1_10682,C1_Global_Investor,Individual,Female,Germany,Hamburg,1960-09-01,Investment,No,Direct,5
C4_40341,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,Central Region,1987-05-05,Investment,No,Direct,5
C3_30713,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1979-01-11,Personal Use,Yes,Digital,5
C2_21002,C2_First_Time_Buyer,Individual,Male,United States,Midwest,2000-04-17,Personal Use,Yes,Digital,3
NX_50382,Noise,Individual,Male,UAE,Dubai,1959-05-18,Personal Use,No,Friend Referral,2
C4_40650,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zurich,1961-06-01,Investment,No,Agent,5
C1_10286,C1_Global_Investor,Individual,Other,United Kingdom,Midlands,1975-03-15,Investment,No,Corporate Partnership,5
C2_20888,C2_First_Time_Buyer,Individual,,Canada,Ontario,2001-03-29,Personal Use,Yes,Social Media,3
C2_21337,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,2000-12-13,Personal Use,,Digital,4
C3_30020,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1987-01-27,Personal Use,No,Agent,3
C2_21277,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1993-04-11,Personal Use,Yes,Friend Referral,4
C2_21127,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1988-07-27,Personal Use,,Friend Referral,5
C3_30999,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1970-09-20,Personal Use,No,Agent,4
C4_40711,C4_Luxury_Investor,Individual,Female,Switzerland,Zug,1978-12-11,Investment,No,Direct,5
C2_21083,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1997-04-05,Personal Use,Yes,Social Media,3
C1_10736,C1_Global_Investor,Individual,Other,Canada,British Columbia,1976-07-23,,No,Corporate Partnership,5
NX_50401,Noise,Corporate,Not Applicable,Hong Kong,Kowloon,1972-11-09,Personal Use,Yes,Agent,5
C1_10336,C1_Global_Investor,Corporate,,Canada,Alberta,1987-04-22,Investment,Yes,Agent,5
C3_30096,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1968-05-07,Personal Use,No,Corporate Partnership,3
C3_30271,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1984-01-15,,Yes,Corporate Partnership,5
C4_40204,C4_Luxury_Investor,Individual,Female,Monaco,Fontvieille,1973-08-12,Investment,No,Corporate Partnership,4
NX_50004,Noise,Individual,Female,Japan,Osaka,1951-11-09,Investment,Yes,Corporate Partnership,2
C2_20071,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1997-06-11,Personal Use,Yes,Agent,4
C2_21290,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1998-04-18,Personal Use,No,Agent,5
C2_20672,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1992-01-03,Personal Use,Yes,Social Media,1
C4_40583,C4_Luxury_Investor,Individual,Other,Monaco,Monte Carlo,1954-06-27,Investment,No,Direct,5
C4_40750,C4_Luxury_Investor,Individual,Female,Switzerland,Zug,1966-04-15,Investment,No,Corporate Partnership,5
C4_40613,C4_Luxury_Investor,Individual,Male,UAE,Dubai,1981-10-10,Investment,No,Agent,5
NX_50008,Noise,Individual,Male,Canada,Quebec,1981-08-27,Personal Use,Yes,Corporate Partnership,3
C3_30866,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1974-01-04,Investment,No,Agent,5
C2_20488,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1992-02-21,Personal Use,Yes,Direct,1
C1_10498,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,North West,1982-06-16,Investment,No,,5
C4_40882,C4_Luxury_Investor,Individual,Female,UAE,Ras Al Khaimah,1967-12-03,Personal Use,,Direct,4
C3_30979,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1976-05-11,Personal Use,No,Direct,5
C3_30081,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1985-05-12,Investment,No,Agent,5
C3_30623,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1990-11-06,Personal Use,No,Agent,4
C3_30421,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1984-08-01,Personal Use,No,Corporate Partnership,3
C4_40877,C4_Luxury_Investor,Individual,Female,UAE,Dubai,1987-02-14,Investment,No,Agent,5
C3_30144,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1992-12-24,Investment,No,Corporate Partnership,5
C4_40786,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1987-06-11,Investment,No,Direct,5
C4_40540,C4_Luxury_Investor,Individual,Other,United States,West Coast,1978-01-19,Investment,No,Direct,4
C2_21034,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1998-02-14,Personal Use,Yes,Digital,3
C2_20022,C2_First_Time_Buyer,Individual,Female,United States,Northeast,2001-06-26,Personal Use,No,Social Media,3
C2_21282,C2_First_Time_Buyer,Individual,Male,United Kingdom,Midlands,1993-09-12,Personal Use,Yes,Social Media,4
NX_50486,Noise,Individual,Male,United Kingdom,London,1955-03-19,Personal Use,Yes,Corporate Partnership,5
C4_40719,C4_Luxury_Investor,Individual,Female,United States,West Coast,1961-09-20,Investment,No,Corporate Partnership,5
C3_30563,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1967-08-20,Investment,Yes,Agent,5
C4_40865,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Monte Carlo,1970-01-06,Investment,No,Friend Referral,4
C1_10665,C1_Global_Investor,Individual,Female,Australia,Western Australia,1993-03-14,Investment,No,Digital,4
C4_40432,C4_Luxury_Investor,Individual,Male,Switzerland,Geneva,1987-02-07,Personal Use,No,Corporate Partnership,5
C3_30138,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1990-07-11,Personal Use,Yes,,5
C3_30676,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1971-11-17,Investment,Yes,Corporate Partnership,4
C4_40765,C4_Luxury_Investor,Individual,Other,Monaco,Monte Carlo,1962-07-26,Investment,No,Agent,5
C3_30621,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1965-05-06,,Yes,Corporate Partnership,2
C2_20017,C2_First_Time_Buyer,Individual,Other,Canada,Ontario,1990-05-25,Personal Use,Yes,Agent,1
C1_10557,C1_Global_Investor,Individual,Female,Canada,Alberta,1962-06-26,Investment,No,Corporate Partnership,5
C2_21399,C2_First_Time_Buyer,Individual,,Canada,Ontario,1997-08-27,Investment,Yes,Friend Referral,4
C2_20207,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1990-11-03,Personal Use,Yes,Friend Referral,4
C2_21005,C2_First_Time_Buyer,Individual,Other,United States,Midwest,2001-05-30,Personal Use,Yes,Friend Referral,5
C3_30156,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1978-10-07,,No,Agent,4
C2_21135,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1988-10-11,Personal Use,No,Friend Referral,4
C2_20510,C2_First_Time_Buyer,Individual,Female,United States,Northeast,2000-02-05,Personal Use,Yes,Friend Referral,3
C2_20736,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-04-27,Personal Use,Yes,Digital,2
C1_10245,C1_Global_Investor,Corporate,Not Applicable,Singapore,Central Region,1963-09-02,Investment,No,Direct,4
C2_20163,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1994-10-05,Personal Use,Yes,Social Media,3
C3_30862,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,Central Region,1975-07-15,Personal Use,Yes,,5
C1_10266,C1_Global_Investor,Corporate,Not Applicable,Germany,Hamburg,1981-11-02,Investment,No,Direct,4
C2_21366,C2_First_Time_Buyer,Individual,Male,Canada,,1997-02-24,Personal Use,Yes,Friend Referral,3
C2_20114,C2_First_Time_Buyer,Individual,,United Kingdom,South East,1993-08-31,Personal Use,Yes,Friend Referral,5
C1_10063,C1_Global_Investor,Individual,Female,Japan,Tokyo,1981-03-27,,No,Agent,4
C3_30092,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1978-05-16,Investment,Yes,Agent,5
C3_30288,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1986-05-05,Investment,No,Direct,5
